id,name,album,artist,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
7zWQ9qz0vAK75QBTGLZ0Wb,Linger,Linger,No Vacation,262375,0.54,0.0122,0.574,0.000658,0.226,0.225,-7.006,0.0232,94.975,7,4,Sad
0bMcjygjhkTVB8T4r3xCde,Litost,Litost,Minxz,152456,0.383,0.988,0.101,0.919,0.102,0.242,-18.306,0.0427,119.709,0,3,Calm
2Y0iGXY6m6immVb2ktbseM,Little Dark Age,Little Dark Age,MGMT,299960,0.705,0.0102,0.712,0.000855,0.1,0.62,-6.156,0.0385,97.512,6,4,Energetic
1almCHdsfikRPfVB9VrEdT,Little Do You Know,It's About Us,Alex & Sierra,185200,0.5,0.746,0.292,0,0.188,0.37,-8.554,0.0323,145.879,0,4,Sad
3fToxtMS9O52sP4ZTV5yqm,Little Do You Know,Little Do You Know,Jules LeBlanc,184212,0.49,0.945,0.214,0,0.0816,0.495,-8.776,0.0329,145.546,0,4,Sad
65IP0rTvP6hFkIUNODG2VK,Live in Studio,The Calvary Cross,Still Corners,306893,0.661,0.675,0.425,0.13,0.104,0.19,-10.317,0.0312,114.042,9,4,Sad
6aGjEZ7kq3YXgD0EDt80O5,Live While We're Young,Take Me Home: Yearbook Edition,One Direction,200186,0.658,0.0629,0.837,0,0.0969,0.936,-2.063,0.0543,126.015,2,4,Happy
1vNfYCzcCJz0FY7MVVA9lM,Living Water,Recording 15,Shannon Lay,242000,0.552,0.956,0.126,0.0153,0.109,0.439,-18.014,0.0306,92.441,11,4,Sad
7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),What Dreams Are Made Of,R. City,227480,0.509,0.304,0.671,0,0.0452,0.55,-5.709,0.0678,118.413,1,5,Sad
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,233478,0.726,0.049,0.698,0,0.309,0.867,-4.165,0.0431,143.994,5,4,Energetic
6osaMSJh9NguagEDQcZaKx,Loco Contigo (feat. J. Balvin & Tyga),Carte Blanche,DJ Snake,185194,0.694,0.278,0.758,1.34E-06,0.102,0.371,-2.986,0.218,192.091,11,4,Energetic
2mJhNvt2dDCfcNn8IZg6sF,Logos,Quick Canal (W/ Laetita Sadier),Atlas Sound,518373,0.299,0.169,0.541,0.795,0.132,0.191,-10.641,0.0513,142.724,7,4,Sad
4gkoh2vAD57fGEITzteaUh,London Thunder,London Thunder,Foals,254426,0.489,0.641,0.357,0.333,0.0838,0.0388,-9.745,0.0259,92.009,6,4,Sad
4fwo6czG5nvOQMzhOto1ya,Lonely,Lonely,Diplo,139813,0.738,0.062,0.717,0,0.205,0.5,-5.121,0.0573,98.047,1,4,Happy
4y4spB9m0Q6026KfkAvy9Q,Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,149297,0.631,0.864,0.239,0,0.116,0.0927,-7.071,0.0398,79.859,11,4,Sad
1uVk6S6Fpkrmji0iTpgKEC,Long Way Down (Deluxe),Long Way Down,Tom Odell,149773,0.367,0.972,0.121,0.0322,0.0871,0.0926,-13.778,0.0335,132.244,6,4,Sad
4sUWh0WAFyla5vjEYRrIGz,Look At Her Now,Rare (Deluxe),Selena Gomez,162595,0.753,0.114,0.564,0.0273,0.359,0.55,-7.908,0.252,77.342,10,5,Energetic
1P17dC1amhFzptugyAO7Il,Look What You Made Me Do,reputation,Taylor Swift,211853,0.766,0.204,0.709,1.41E-05,0.126,0.506,-6.471,0.123,128.07,9,4,Energetic
0efOqjQkOgWPEZTzAZSB6j,Los Feliz,Los Feliz,Search For Atlantis,166927,0.575,0.197,0.373,0.898,0.0753,0.123,-11.642,0.0279,74.975,11,4,Calm
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Rare,Selena Gomez,206458,0.488,0.556,0.343,0,0.21,0.0978,-8.985,0.0436,102.819,4,4,Calm
7nC2EOpMnpDT2DkvniimSm,Lost,Lost,Annelie,161520,0.389,0.972,0.1,0.934,0.113,0.0676,-22.464,0.0358,133.839,10,4,Calm
6YOe3NYUKDcGi46sMw5VAK,Lost Summer,Lost Summer,longstoryshort,156190,0.818,0.00291,0.822,0.00889,0.0916,0.293,-2.475,0.181,125.992,9,4,Calm
7dx3zyB8aQHd2LQm0u1lwS,Louder Now (Deluxe),Up Against (Blackout),Taking Back Sunday,182533,0.549,0.000785,0.876,0,0.288,0.741,-3.589,0.0404,146.549,6,3,Energetic
5LAdBsIfjzAsusjc6WSLmH,Love In Itself.2 and Live Tracks,Just Can't Get Enough - Live in Hammersmith,Depeche Mode,335466,0.653,0.0082,0.975,0.5,0.678,0.911,-9.071,0.0409,126.919,0,4,Happy
3U4isOIWM3VvDubwSI3y7a,Love In The Future (Expanded Edition),All of Me,John Legend,269560,0.422,0.922,0.264,0,0.132,0.331,-7.064,0.0322,119.93,8,4,Sad
0vQM29chWYNTrqPoirulxI,Love Is a Drug,Thbk.,Papithbk,97906,0.841,0.791,0.406,0,0.0872,0.384,-12.389,0.358,110.061,7,4,Sad
39glqzRVRAy4vq3PqeTGb8,Love Is Gone,Love Is Gone,SLANDER,256042,0.452,0.0589,0.465,0.000524,0.095,0.0832,-10.006,0.0344,149.586,4,4,Sad
0xCmwofyCiXdhoBsMSNj2w,Love Myself,Love Myself,Hailee Steinfeld,218773,0.616,0.0032,0.768,0,0.427,0.322,-6.714,0.0781,122.91,0,4,Energetic
15fZrZhdK0g1BS9sDeW6sD,Love No More,Love No More,Loud Luxury,168635,0.767,0.0221,0.678,4.82E-05,0.258,0.217,-6.249,0.054,121.01,0,4,Happy
1D4PL9B8gOg78jiHg3FvBb,Love Story,Fearless (Big Machine Radio Release Special),Taylor Swift,236266,0.617,0.131,0.741,0,0.0772,0.306,-3.97,0.0311,118.984,2,4,Energetic
6QmQcHZrWJuopMpQUFXbeB,Love Story Cover,Love Story Cover,Hiko,142500,0.7,0.489,0.833,6.66E-06,0.317,0.625,-5.299,0.161,127.935,2,4,Energetic
15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,Recovery,Eminem,263373,0.749,0.241,0.925,0,0.52,0.641,-5.034,0.227,86.989,10,4,Energetic
0OkJtCF6yQIdK11ge58uXD,Love Will Remember,Stars Dance (Bonus Track Version),Selena Gomez,210360,0.634,0.0132,0.956,0,0.0978,0.33,-4.143,0.152,109.979,7,4,Energetic
0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,When The Sun Goes Down,Selena Gomez & The Scene,188453,0.858,0.0761,0.678,0,0.0741,0.922,-3.87,0.0469,117.009,1,4,Energetic
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Purpose (Deluxe),Justin Bieber,233720,0.609,0.835,0.378,0,0.28,0.515,-9.828,0.438,100.418,4,4,Happy
0KyPBZ6PAxzpcAobqxhaHu,LoveLaws,I've Been Fine,TT,241079,0.548,0.13,0.569,0.00134,0.0584,0.265,-6.215,0.039,75.082,11,4,Sad
1Lq9ieTRd9TtXXBh5y63E6,LoveLaws,Mykki,TT,250373,0.665,0.336,0.56,0.0857,0.327,0.414,-7.301,0.0667,98.015,7,4,Sad
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),lovely (with Khalid),Billie Eilish,200185,0.351,0.934,0.296,0,0.095,0.12,-10.109,0.0333,115.284,4,4,Sad
6bZuZKR8hoyzZXNh1IW2Bu,Lovers,Lovers,Anna of the North,215773,0.554,0.458,0.486,0.00737,0.136,0.422,-8.856,0.0403,94.984,8,4,Calm
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,239835,0.511,0.349,0.566,0,0.34,0.218,-7.23,0.2,83.903,6,4,Sad
0n2X57zaddr0ODIxUb64Sx,Lunar Eclipse,Lunar Eclipse,Marc Torch,156473,0.632,0.224,0.469,0.854,0.0902,0.316,-10.513,0.0307,128,11,4,Calm
54KFQB6N4pn926IUUYZGzK,Ma Fleur,To Build A Home,The Cinematic Orchestra,371320,0.264,0.885,0.122,0.349,0.094,0.0735,-15.399,0.0349,148.658,9,4,Sad
7aGyRfJWtLqgJaZoG9lJhE,Mad at Disney,Mad at Disney,salem ilese,136838,0.738,0.424,0.621,7.39E-06,0.692,0.715,-7.313,0.0486,113.968,0,4,Energetic
4dSoDnmR9opAQ8KxUc9SbC,Mad Love,Mad Love The Prequel,Sean Paul,199944,0.793,0.006,0.824,3.29E-06,0.169,0.611,-3.476,0.177,98.019,2,4,Energetic
3dsyqPDiWYYilRZNBxgxHE,Magenta Riddim,Carte Blanche,DJ Snake,194490,0.602,0.000393,0.892,0.813,0.304,0.57,-3.66,0.0672,102.047,10,4,Energetic
3s6ltUrI93LBKU8taezsLn,Magic in the Air (feat. Ahmed Chawki),Africainement vôtre,Magic System,233693,0.621,0.091,0.907,0,0.067,0.884,-3.923,0.0474,128.056,2,4,Energetic
2Yer0p7uB2lVBUAtANuuQp,Magic In The Hamptons (feat. Lil Yachty),Magic In The Hamptons (feat. Lil Yachty),Social House,164640,0.769,0.66,0.479,0,0.0914,0.803,-5.339,0.0385,96.051,1,4,Happy
56oqWZUaA8ZmHQCH3lCRI3,Make Believe,Make Believe,Quintino,194531,0.587,0.03,0.882,0.116,0.195,0.0653,-5.838,0.0427,127.97,0,4,Energetic
5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,Make You Mine,PUBLIC,232906,0.606,0.0128,0.799,0,0.15,0.638,-4.452,0.0261,103.014,9,4,Sad
1qDrWA6lyx8cLECdZE7TV7,Making Mirrors,Somebody That I Used To Know,Gotye,244884,0.865,0.548,0.521,0.000115,0.0989,0.748,-6.932,0.0371,129.059,0,4,Happy
3RlwtjeKhemCfiPvwMFozS,Malibu,Malibu,Matthew Harvey,150405,0.435,0.977,0.154,0.85,0.0728,0.0799,-21.451,0.0367,148.1,6,4,Calm
47OVNnZJzIkrsEiZ4n187p,Mama,Mama,Jonas Blue,184133,0.737,0.102,0.792,0,0.0532,0.543,-4.117,0.0416,104.012,11,4,Happy
14wf185UxfNbSy8dwt4r4q,MAMACITA,MAMACITA,Black Eyed Peas,249142,0.894,0.193,0.635,0.00105,0.0823,0.428,-6.929,0.0473,105.013,2,4,Energetic
7AvprzMsRJpybaalckaT8c,Man Of The Year,Legends Never Die,Juice WRLD,136408,0.621,0.00584,0.695,0,0.086,0.298,-5.124,0.0911,173.966,4,4,Energetic
6KfoDhO4XUWSbnyKjNp9c4,Maniac,Kid Krow,Conan Gray,185773,0.628,0.00162,0.639,0,0.354,0.493,-5.46,0.0435,108.045,8,4,Energetic
2K1OMOjqHBoJf3NT4J6meQ,Manuela,Supermarket,Manuela,224727,0.588,0.812,0.352,0.0564,0.126,0.655,-9.624,0.0403,146.718,10,4,Sad
7oUHzZKNKUTrlU7DYxhQ7v,Maps,V (Asia Tour Edition),Maroon 5,189960,0.742,0.0205,0.713,0,0.059,0.879,-5.522,0.0303,120.032,1,4,Energetic
32lF1rsInDTdK6Av3KdfaY,Maybe You've Been Brainwashed Too,You Get What You Give,New Radicals,300773,0.621,0.17,0.901,0,0.0875,0.744,-5.396,0.0302,113.967,2,4,Happy
1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,Let The Road,Rixton,193733,0.545,0.00489,0.783,0,0.132,0.551,-4.261,0.0345,174.084,5,4,Sad
4WLVepwyIveYwv7uJROc5p,"Me, Myself & I - Marc Stout & Scott Svejda Remix","Me, Myself & I (Marc Stout & Scott Svejda Remix)",G-Eazy,275714,0.492,0.0417,0.742,0,0.0688,0.677,-5.291,0.183,126.038,1,4,Sad
3SdkYA8frHe3BMZsPVPrRq,Melancholé,Melancholé,Biba Dupont,149647,0.369,0.996,0.0283,0.941,0.101,0.119,-25.76,0.0399,83.391,2,4,Calm
2b8fOow8UzyDFAE27YhOZM,Memories,Memories,Maroon 5,189486,0.764,0.837,0.32,0,0.0822,0.575,-7.209,0.0546,91.019,11,4,Calm
2Lxae4E83hZdR55WTH0OQC,Memories (Drinks Bring Back),Memories (Drinks Bring Back),Ajay Stephens,123924,0.843,0.444,0.6,0,0.101,0.585,-6.095,0.14,121.24,0,5,Sad
3OalxlWH0v14kyBcNBMINt,Mercy,Illuminate (Deluxe),Shawn Mendes,208733,0.562,0.113,0.681,0,0.11,0.357,-4.934,0.0871,148.064,11,4,Happy
4xEnPbulgQ4J4vu78VEwVr,Mi Gente,Mi Gente,J Balvin,189029,0.548,0.0178,0.701,1.34E-05,0.134,0.309,-4.862,0.0914,104.237,11,4,Energetic
5FPkHPs4nZNJW5mBbGJZ5w,Mi Pan Su Su Sum,Mi Pan Su Su Sum,Miel Pops,351467,0.696,0.27,0.375,0,0.269,0.688,-7.543,0.493,101.073,3,4,Energetic
116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,210367,0.817,0.0141,0.539,0.000496,0.099,0.158,-6.349,0.0621,97.062,6,4,Energetic
6qTP59Amjny78Qd8zayuNW,Midnight Sun,Midnight Sun,Nicky Romero,145039,0.614,0.0574,0.98,2.51E-05,0.086,0.179,-3.61,0.199,127.062,3,4,Energetic
11oVQ68B4PnVQHIY6svpXg,Mil Sonidos,Mil Sonidos,Reina del Mar,192000,0.221,0.958,0.183,0.821,0.102,0.057,-17.59,0.0362,117.321,6,4,Calm
3EQPb4sdkNPCHb6AMyUTXj,Mindfulness,Mindfulness,Amoll,207554,0.692,0.992,0.00643,0.847,0.0452,0.16,-34.388,0.0553,105.987,9,4,Calm
5Z8onMr6EW2eNDamrDoWi5,Minus,Minus,Daniel Blumberg,342493,0.244,0.501,0.254,0.0458,0.105,0.0909,-12.966,0.0296,81.049,7,4,Sad
4rHZZAmHpZrA3iH5zx8frV,Mirrors,The 20/20 Experience (Deluxe Version),Justin Timberlake,484146,0.574,0.234,0.512,0,0.0946,0.512,-6.664,0.0503,76.899,5,4,Energetic
4odMGVNm2t07wwtzxKUlBc,Miss You,Miss You,Tungevaag,160800,0.56,0.0482,0.887,0,0.0958,0.397,-3.524,0.0596,125,9,4,Energetic
18KjYhghq6K3ZmfcewWDp6,Mistaken (feat. Alex Aris),Mistaken (feat. Alex Aris),Martin Garrix,282480,0.424,0.0573,0.694,0.000937,0.133,0.0801,-4.912,0.0386,128.034,6,4,Energetic
5FXnCOAkMUAf4QIS56MRQL,Misty Mornings,Misty Mornings,Wilson Trouvé,225700,0.522,0.981,0.0781,0.927,0.361,0.0796,-24.89,0.0424,107.038,10,4,Calm
1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,MUDBOY,Sheck Wes,183906,0.729,0.194,0.625,0.00986,0.248,0.261,-5.266,0.0315,146.034,4,4,Energetic
1eyek0KJEh2v5HQ9uQSybb,Modern Loneliness,~how i'm feeling~,Lauv,252337,0.702,0.144,0.508,0,0.108,0.143,-7.105,0.035,82.008,8,4,Calm
7Ln0DgKSrDG0ALbtNwGeml,Momentum,Momentum,Monocle Twins,178741,0.636,0.891,0.248,0.922,0.106,0.138,-17.313,0.0309,117.006,4,3,Calm
2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),Monster,Shawn Mendes,178994,0.652,0.0676,0.383,0,0.0828,0.549,-7.076,0.0516,145.765,2,4,Calm
1EyctTkkGJVS3UYTuy8YZM,Montana,Montana,Le Verne,133645,0.435,0.913,0.0595,0.882,0.104,0.0898,-17.456,0.0435,115.929,2,4,Calm
67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,137875,0.61,0.297,0.508,0,0.384,0.758,-6.682,0.152,178.818,8,4,Energetic
6CKu6K0xvozAgFlQq44Z56,Monumental,Monumental,Antuigo,195057,0.491,0.916,0.217,0.962,0.177,0.0647,-6.805,0.0521,99.97,4,4,Calm
3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),Mood (feat. iann dior),24kGoldn,140525,0.7,0.221,0.722,0,0.272,0.756,-3.558,0.0369,90.989,7,4,Energetic
0JP9xo3adEtGSdUEISiszL,Moonlight,?,XXXTENTACION,135090,0.921,0.556,0.537,0.00404,0.102,0.711,-5.723,0.0804,128.009,9,4,Energetic
2bS9K5e7yfggeBtDaJ4x9C,More Of My Life,More Of My Life,BLAEKER,193661,0.725,0.115,0.806,0,0.0951,0.531,-5.501,0.0442,140.058,0,4,Calm
24PDuLZfLOKtAgh4axr36e,Morning Shimmer,Morning Shimmer,Vochey,218880,0.449,0.58,0.163,0.908,0.114,0.0501,-16.409,0.0361,125.088,11,4,Calm
10GJQkjRJcZhGTLagFOC62,Most Girls,Most Girls,Hailee Steinfeld,204400,0.756,0.0478,0.572,0,0.0853,0.417,-7.019,0.0763,102.986,9,4,Happy
0zNqfg3MpUGku4T6h2Pmab,Moulain (Revisited 432hz),Moulain (Revisited 432hz),Steven Vrancken,143000,0.424,0.972,0.323,0.904,0.103,0.436,-27.586,0.0287,133.382,9,1,Calm
0IzsYmtnfY6jGlv0GwuYt4,Moved On,Moved On,SENSE,130013,0.708,0.134,0.805,0.00361,0.306,0.183,-5.556,0.0501,126.008,10,4,Energetic
4ZYFWXoHCIdsdgUdOMK9fr,Movies,Movies,Weyes Blood,353732,0.0903,0.646,0.362,0.402,0.106,0.0964,-8.929,0.0337,74.729,7,4,Sad
1KixkQVDUHggZMU9dUobgm,My Head & My Heart,Heaven & Hell,Ava Max,174760,0.614,0.0697,0.934,0,0.121,0.436,-3.709,0.07,116.001,9,4,Energetic
2ihCaVdNZmnHZWt0fvAM7B,My Head Is An Animal,Little Talks,Of Monsters and Men,266600,0.457,0.0206,0.757,0,0.146,0.417,-5.177,0.032,102.961,1,4,Happy
3FeVmId7tL5YN8B7R3imoM,My Universe,My Universe,Coldplay,228000,0.588,0.00813,0.701,0,0.2,0.443,-6.39,0.0402,104.988,9,4,Energetic
3x4Zx0rPoW6kErSDK8SSnW,My Way,READY,Ella Mai,191981,0.812,0.0994,0.46,0,0.114,0.193,-6.316,0.173,100.042,5,4,Energetic
29pQasEiyy3Otgq55dzyTt,My Way (ft. Alice Berg) [Marcus Santoro Remix],My Way - Marcus Santoro Remix,Nicky Romero,181147,0.563,0.0122,0.882,2.09E-06,0.0641,0.296,-4.755,0.0596,125.043,1,4,Energetic
6nek1Nin9q48AVZcWs9e9D,Mylo Xyloto,Paradise,Coldplay,278719,0.449,0.0522,0.585,8.49E-05,0.0833,0.203,-6.762,0.0268,139.627,5,4,Happy
0CsR9Y9SnC6ZWmekmVqSHz,Naked,Planet Her,Doja Cat,223560,0.733,0.374,0.862,0.00247,0.131,0.536,-5.736,0.197,111.076,7,4,Energetic
2FY7b99s15jUprqC0M5NCT,Natural,Origins (Deluxe),Imagine Dragons,189466,0.704,0.217,0.611,0,0.0812,0.22,-6.112,0.0409,100,2,4,Energetic
2cRD4yq8e8wd6PxS0zhuW3,Nazareth,Nazareth,Matteo Myderwyk,146125,0.378,0.995,0.0181,0.881,0.104,0.16,-31.001,0.0552,86.533,8,1,Calm
2rXH6dk75hFUjg81BMJYFD,Need Someone,Poster Girl,Zara Larsson,177361,0.643,0.0919,0.885,0.000735,0.223,0.7,-4.93,0.074,119.093,4,4,Energetic
4cLXtRF6cIFGcuid2OLyUU,Need You (Remixes),Need You - Ed. & Gustav Munk Remix,Faustix,200880,0.656,0.00352,0.723,0,0.345,0.412,-7.693,0.0366,125.005,7,4,Happy
34MJ07N9Bhu6iKPaxSVnCT,Neon Lights,Demi,Demi Lovato,233173,0.631,0.0767,0.819,0,0.1,0.733,-4.24,0.122,125.928,9,4,Energetic
5vckEy9NZ6kirDU4UX4bVl,Never Be Lonely (feat. Envy Monroe),Never Be Lonely (feat. Envy Monroe),Blasterjaxx,192000,0.587,0.207,0.85,0,0.64,0.528,-3.904,0.0654,127.914,11,4,Energetic
4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,Camila,Camila Cabello,226973,0.637,0.181,0.713,0.000637,0.137,0.243,-4.333,0.0747,129.923,0,4,Energetic
6WLS56xiRrXjSm9RSdL3zD,Never Forget You,Never Forget You,Zara Larsson,213427,0.583,0.00312,0.732,9.86E-06,0.269,0.276,-5.728,0.0457,145.992,11,4,Energetic
5llPdGZJjJFJv9aL6ZaiLY,Never Letting Go,Never Letting Go,Audien,172519,0.534,0.0915,0.765,0.00107,0.225,0.117,-3.151,0.0338,127.978,1,4,Happy
6VSmHLLvYAAkzrYFT3LloU,Never Take Friendship Personal,Paperthin Hymn,Anberlin,197480,0.298,0.00111,0.597,0,0.0819,0.536,-12.107,0.0343,180.434,5,4,Energetic
4tERsdVCLtLtrGdFBf9DGC,New,New,Daya,230879,0.715,0.052,0.742,2.47E-05,0.364,0.322,-4.331,0.0347,106.971,0,4,Sad
2xJCMIJfcNYDc5iR0sAm2O,New Rules,Dua Lipa (Complete Edition),Dua Lipa,209320,0.762,0.00261,0.7,1.56E-05,0.153,0.608,-6.021,0.0694,116.073,9,4,Energetic
7D04SRPxcqHXjoK0YFPuAq,Night,Night,Wilson Trouvé,192941,0.428,0.995,0.00129,0.955,0.0913,0.13,-32.837,0.0753,67.645,0,5,Calm
5O2P9iiztwhomNh8xkR9lJ,Night Changes,FOUR (Deluxe),One Direction,226600,0.672,0.859,0.52,0,0.115,0.37,-7.747,0.0353,120.001,8,4,Calm
6UBjSnyP1O5W5ndJoO9vUk,Night Moves,Night Moves,Bob Seger,324422,0.705,0.432,0.743,0.0133,0.103,0.374,-6.631,0.042,118.552,1,4,Happy
2OAOS8qkuKu5Kd8TvA5BAA,Night on Earth,Night on Earth,Jerkcurb,340768,0.268,0.0656,0.494,2.61E-05,0.123,0.136,-7.219,0.0321,102.065,4,3,Sad
0kox8HaEK0EfeWcNVTOKTy,Night Surrender,Night Surrender,DeLange,193653,0.211,0.993,0.00977,0.891,0.0996,0.13,-25.787,0.0396,175.397,1,4,Calm
4JaLkM90MJutDAl5jD9BZX,No Control,FOUR (Deluxe),One Direction,199720,0.558,0.0278,0.916,0,0.0296,0.85,-3.145,0.0839,142.984,1,4,Energetic
7AzlLxHn24DxjgQX73F9fU,No Idea,Heaven Or Hell,Don Toliver,154424,0.652,0.524,0.631,0.000579,0.165,0.35,-5.718,0.0893,127.998,6,4,Energetic
48QmG1dfvMuYLxMPt7KSRA,No Lie,Mad Love The Prequel,Sean Paul,221176,0.742,0.0466,0.882,0,0.206,0.463,-2.862,0.117,102.04,7,4,Energetic
7LgkgNtOYgWfSJsGgDXFop,No More 54,No More 54,Dada Life,196273,0.541,0.000492,0.967,0.676,0.103,0.134,-5.682,0.0529,126.026,1,4,Energetic
7hdw5gAGMyyn9z0XgfTv1j,NO NAME,NO NAME,NF,183826,0.718,0.223,0.795,0,0.12,0.292,-3.978,0.142,130.77,0,4,Energetic
3Qf0ZzB8rrAqbYDxtYLrxp,No Place I'd Rather Be,No Place I'd Rather Be,Cassa Lio,227795,0.735,0.102,0.739,0.000596,0.121,0.651,-7.851,0.0476,120.971,1,4,Happy
5lNuqFVMca4vPupY10cH0J,No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),Cheat Codes,222786,0.739,0.0572,0.619,0,0.105,0.58,-6.669,0.162,112.961,10,4,Energetic
3KKUf8F2hktFscLgbH4YwR,no song without you,no song without you,HONNE,161536,0.778,0.463,0.462,0.583,0.11,0.817,-12.729,0.0359,105.45,0,4,Sad
2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,Sweetener,Ariana Grande,205920,0.699,0.04,0.713,3.11E-06,0.294,0.354,-5.507,0.0594,121.993,9,4,Energetic
73SpzrcaHk0RQPFP73vqVR,No Time To Die,No Time To Die,Billie Eilish,242265,0.38,0.917,0.219,0.0104,0.0827,0.0517,-13.273,0.0358,73.537,4,4,Sad
46SWSNRB3oAAOu21Apj22z,Nobody,Nobody,Mac DeMarco,212460,0.877,0.776,0.178,0.0193,0.107,0.442,-13.987,0.102,74.997,3,4,Sad
41YKDEHLYQXchcPmoXung7,nobody's home,we,gnash,192508,0.704,0.195,0.518,0,0.16,0.527,-8.928,0.0901,79.827,9,4,Energetic
1CIIzFfELXMwLyKaGdpTul,Nocturne in Green,Waiting like the Storm,Rand Aldo,257625,0.162,0.946,0.0564,0.889,0.101,0.0361,-20.696,0.0341,60.01,5,4,Calm
32dZxkZtsF5Vt3PrJQuV2i,North Captiva,North Captiva,Lundegard,194495,0.479,0.918,0.346,0.929,0.111,0.23,-17.916,0.0306,143.965,9,4,Calm
7yfha8TaN0DVNGp180Z5Zr,Nos Fuimos Lejos (feat. El Micha),Nos Fuimos Lejos (feat. El Micha),Descemer Bueno,209359,0.755,0.162,0.88,1.32E-05,0.132,0.812,-3.003,0.0605,94.022,7,4,Energetic
7tx0NDsCViutjOyd1c4A28,Not Alone,Not Alone,Otto Knows,215447,0.68,0.00538,0.721,0.000216,0.0679,0.267,-6.21,0.0355,122,7,4,Happy
2F20djOXWDSFEXu3tPdV71,Not the End of the World,Smile,Katy Perry,178641,0.508,0.119,0.738,0,0.0558,0.523,-5.126,0.0579,158.131,2,4,Energetic
6xx3jcSSDAJIazIT3LSWyH,Not the Same,Not the Same,6o,118173,0.716,0.262,0.628,0.00659,0.11,0.602,-5.992,0.0501,130.01,9,4,Sad
4fkM7M4Uo5AUASnnsRC7EZ,Not Your Barbie Girl,Not Your Barbie Girl,Ava Max,186520,0.745,0.103,0.642,0,0.0335,0.35,-4.138,0.0506,120.063,6,4,Energetic
3n2QaRyg5nTg5Cwwq5mw3Q,notion,the theme song,Teodor Wolgers,159840,0.604,0.986,0.03,0.952,0.105,0.15,-27.007,0.0386,117.781,0,4,Calm
2nLtzopw4rPReszdYBJU6h,Numb,Meteora,Linkin Park,185586,0.496,0.0046,0.863,0,0.639,0.243,-4.153,0.0381,110.018,9,4,Energetic
4dwrL3Z5U2RZ6MZiKE2PgL,Number 1's,Superstition,Stevie Wonder,244826,0.648,0.0182,0.751,0.000401,0.0418,0.863,-8.582,0.0806,100.437,8,4,Happy
3nc420PXjTdBV5TN0gCFkS,Ocean (feat. Khalid),Ocean (feat. Khalid),Martin Garrix,216419,0.506,0.584,0.693,9.58E-05,0.0891,0.221,-7.265,0.0412,139.912,0,4,Happy
7hDVYcQq6MxkdJGweuCtl9,ocean eyes,dont smile at me,Billie Eilish,200379,0.511,0.816,0.363,0.0317,0.084,0.169,-7.65,0.041,144.892,4,4,Calm
7Cia4WzapwjMr0NUQF8vf3,Oceans - EP,Oceans,Seafret,216186,0.404,0.274,0.48,8.63E-06,0.132,0.2,-8.906,0.0303,129.162,9,3,Sad
5CHXbSS76okOT6NeuEY9gr,Oh My Gawd (feat. Nicki Minaj & K4mo),Oh My Gawd (feat. Nicki Minaj & K4mo),Mr Eazi,180000,0.82,0.152,0.866,0,0.0938,0.834,-3.859,0.214,94.018,7,4,Energetic
2EJbMzocEZ6VHnZKQ8pt8H,Oh my god - English Version,I trust,(G)I-DLE,195880,0.794,0.0361,0.756,0.000351,0.253,0.518,-3.528,0.0402,109.971,4,4,Energetic
3ao5U0ksMLvgSoJqOpsgmv,Oh Nanana,Oh Nanana,Bonde R300,217891,0.606,0.0506,0.536,0,0.0938,0.614,-2.431,0.53,172.335,1,5,Energetic
0F7FA14euOIX8KcbEturGH,Old Town Road,7 EP,Lil Nas X,113000,0.907,0.0578,0.53,2.23E-06,0.101,0.507,-6.112,0.127,135.998,1,4,Energetic
4B2kkxg3wKSTZw5JPaUtzQ,On & On,On & On,Cartoon,207068,0.458,0.285,0.696,0,0.123,0.418,-4.742,0.0402,174.141,11,4,Energetic
2fgMzSoDaPrU4EYsrkAwVn,On Another Ocean (January / June) [Edit],On Another Ocean (January / June),Fleet Foxes,263373,0.284,0.155,0.523,0.0934,0.0933,0.0697,-6.512,0.0285,100.597,7,4,Sad
